"date","year","month","Amazonie_T2m","Amazonie_PWAT","Amazonie_APCP","Amazonie_TCDC","Indonesie_T2m","Indonesie_PWAT","Indonesie_APCP","Indonesie_TCDC","Siberie_T2m","Siberie_PWAT","Siberie_APCP","Siberie_TCDC","Sahel_T2m","Sahel_PWAT","Sahel_APCP","Sahel_TCDC"
1979-01-01,1979,1,297.516771560973,46.4549804013003,0.733461228575189,63.2792322176325,299.559379279629,48.8723251771144,1.35213855355485,63.3749660138803,239.405962564118,1.74936070129754,0.155933378051886,79.7087047902073,295.459860425008,15.5692437201112,0.013945112856539,21.2357523852656
1979-02-01,1979,2,297.807609831018,47.1184525005159,0.870249214046779,72.1323936541258,299.662931073573,48.6677635123999,1.23634709843797,60.5907180275776,244.3836744462,2.42467249780541,0.21521733415619,80.5899236371433,296.686369749632,11.304794769269,0.00364553325873752,10.48528585241
1979-03-01,1979,3,297.514323838189,51.1409159356493,1.59514988637701,77.6615601749245,299.753633525603,50.6543446326174,1.36845173277975,67.3083603721612,255.42557957347,3.46984661030658,0.22600879651021,84.8013456588672,299.499658335439,17.6879731989752,0.0180466760447603,23.1539277713995
1979-04-01,1979,4,297.247079919491,51.9999696045273,1.76687472817409,74.2500082014635,300.017246658742,49.6656107480403,1.19643037713757,55.0859430707849,264.148114685553,5.20655985973765,0.327549809761197,88.0182802651565,301.796542039164,17.6296320963509,0.0346812368707642,25.0275285613144
1979-05-01,1979,5,297.137187273725,50.2766426003908,1.22883307744449,66.0301974807994,300.316954860376,51.157469939139,1.09960327422735,51.8701876385563,274.50091721308,10.0338560511591,0.515783400533588,84.1192339971984,303.077437718588,29.2334837872337,0.25502127756765,47.6632695736867
1979-06-01,1979,6,296.577436016579,47.4321887269919,1.05914591270965,65.5034077782065,299.939138170342,50.341644496904,0.996237368432785,52.0943405333887,286.073165340605,17.4349280796363,0.474868902940246,65.404586628236,303.317949143161,35.6260522013077,0.472541073990037,57.1951934717006
1979-07-01,1979,7,297.022095013399,41.5818557500659,0.524983501506896,52.7382152162638,299.26298377303,45.7782266310341,0.699187779007821,54.5745123060763,289.532147537992,20.1452392894216,0.359844062439007,55.1318029078206,301.98253635974,38.3702911235822,0.864015641874232,60.0007290546383
1979-08-01,1979,8,298.328324817523,43.382065056138,0.635982033572573,55.7013545212035,299.261183736385,43.5117153674465,0.519011203293655,48.4793717283105,284.120820005732,17.7497243860516,0.498217692750396,72.2609182719296,301.179411505378,41.0456608088578,1.02538854938993,63.9286815609717
1979-09-01,1979,9,299.111196614901,39.8599483879285,0.393821413562862,48.8499172060696,299.373375243815,47.3699559307661,0.949404636060745,52.9552997271502,278.398642084833,12.8039368892093,0.41229213258809,74.787417643169,301.87331264254,35.7948811592496,0.539994095111447,53.0688311019194
1979-10-01,1979,10,299.437549779446,45.5961578113577,0.733211055943076,61.4017884439525,299.937767928958,43.8973365946101,0.659599061307751,60.1994912063342,265.878801599028,6.58466829164866,0.408867982995379,87.5498428462412,301.313216575423,28.8598164958832,0.133576638101231,40.8527482368199
