"date","year","month","CRE_SW","CRE_LW","CRE_net"
2006-02-01,2006,2,-50.1729500792271,26.02123473034,-24.1517153488871
2006-03-01,2006,3,-46.2205662939581,25.874696324575,-20.3458699693831
2006-04-01,2006,4,-44.0418905388396,25.965024507657,-18.0768660311826
2006-05-01,2006,5,-42.7900994633934,26.288850894234,-16.5012485691593
2006-06-01,2006,6,-44.2381107677452,25.856208358427,-18.3819024093183
2006-07-01,2006,7,-46.6320249792123,25.973258668865,-20.6587663103473
2006-08-01,2006,8,-47.7312389363828,25.923980185962,-21.8072587504208
2006-09-01,2006,9,-47.8813499484207,26.308425447675,-21.5729245007457
2006-10-01,2006,10,-51.2073386976132,27.519404425529,-23.6879342720842
2006-11-01,2006,11,-50.6577078824343,27.254068373819,-23.4036395086153
2006-12-01,2006,12,-52.3089478740931,26.810319519653,-25.4986283544401
2007-01-01,2007,1,-53.5955681524599,26.649282245639,-26.9462859068209
2007-02-01,2007,2,-49.5552999318427,25.475517910504,-24.0797820213387
2007-03-01,2007,3,-47.4028030761534,26.222054809329,-21.1807482668244
2007-04-01,2007,4,-43.9624559379974,26.319592453941,-17.6428634840564
2007-05-01,2007,5,-44.8459156588718,26.388880833246,-18.4570348256258
2007-06-01,2007,6,-45.6019683853386,26.027239884308,-19.5747285010306
2007-07-01,2007,7,-46.487666279523,25.37202546771,-21.1156408118129
2007-08-01,2007,8,-48.7936333435441,26.455049901259,-22.3385834422851
2007-09-01,2007,9,-48.6121526771457,26.599451264048,-22.0127014130977
2007-10-01,2007,10,-49.4406632753758,26.971181677936,-22.4694815974398
2007-11-01,2007,11,-51.2017424518116,27.044752458728,-24.1569899930836
2007-12-01,2007,12,-53.972006214761,27.51180923633,-26.460196978431
2008-01-01,2008,1,-52.4132193431061,26.491507966245,-25.9217113768611
2008-02-01,2008,2,-50.1368324132579,25.944457539536,-24.1923748737219
2008-03-01,2008,3,-46.0969338566355,25.919662438131,-20.1772714185045
2008-04-01,2008,4,-43.4474903126846,25.965317766155,-17.4821725465297
2008-05-01,2008,5,-42.6595380428933,26.191166152975,-16.4683718899183
2008-06-01,2008,6,-44.6234659759496,25.931676726054,-18.6917892498956
2008-07-01,2008,7,-45.0434380861164,25.570777129679,-19.4726609564374
2008-08-01,2008,8,-46.5581494522068,25.93752377757,-20.6206256746368
2008-09-01,2008,9,-49.3727024443175,27.228997570465,-22.1437048738525
2008-10-01,2008,10,-50.278312220059,27.162000230021,-23.116311990038
2008-11-01,2008,11,-52.3395012545916,27.493693195426,-24.8458080591656
2008-12-01,2008,12,-52.7910690100562,27.1387200250049,-25.6523489850512
2009-01-01,2009,1,-51.581960097597,25.989917136659,-25.5920429609381
2009-02-01,2009,2,-50.6117703697489,25.936501761808,-24.6752686079409
2009-03-01,2009,3,-47.5345212177576,26.309034099063,-21.2254871186946
2009-04-01,2009,4,-45.1673701450899,26.22757568385,-18.9397944612398
2009-05-01,2009,5,-42.3808695525241,25.905355696781,-16.4755138557431
2009-06-01,2009,6,-44.2639019867877,25.887667575636,-18.3762344111517
2009-07-01,2009,7,-45.5798857952283,25.633685575238,-19.9462002199903
2009-08-01,2009,8,-45.9958664671151,25.2466588776959,-20.7492075894191
2009-09-01,2009,9,-49.1892461131146,26.7364369630581,-22.4528091500565
2009-10-01,2009,10,-49.3908463673824,27.386815691781,-22.0040306756014
2009-11-01,2009,11,-50.4175384425791,27.150434032828,-23.2671044097511
2009-12-01,2009,12,-51.3037116819213,26.209124331139,-25.0945873507823
