"var","step_col","coef","step_idx","lambda","log_lambda"
"T2m","s90",0.240081325743378,91,0.000336426257710347,-7.9971315778868
"T2m","s91",0.238191447823303,92,0.00030653907620498,-8.09016531901787
"T500","s0",0,1,1.45630895831622,0.375905123909727
"T500","s1",0,2,1.32693448421509,0.282871382778654
"T500","s2",0,3,1.2090532818221,0.189837641647582
"T500","s3",0,4,1.1016443205555,0.0968039005165092
"T500","s4",0,5,1.00377727537633,0.00377015938543671
"T500","s5",0,6,0.914604468757992,-0.0892635817456359
"T500","s6",0,7,0.833353528509075,-0.182297322876708
"T500","s7",0,8,0.759320697854897,-0.275331064007781
"T500","s8",0.00718621352562954,9,0.691864739833004,-0.368364805138854
"T500","s9",0.0702075356139482,10,0.630401383205366,-0.461398546269926
"T500","s10",0.125798898668902,11,0.574398261780418,-0.554432287400999
"T500","s11",0.177714295562695,12,0.523370303311792,-0.647466028532071
"T500","s12",0.225839156034295,13,0.476875528034572,-0.740499769663144
"T500","s13",0.269712293365221,14,0.43451122044801,-0.833533510794216
"T500","s14",0.309686479928227,15,0.395910441186514,-0.926567251925289
"T500","s15",0.345659655587537,16,0.360738848766403,-1.01960099305636
"T500","s16",0.386516053225315,17,0.328691803679924,-1.11263473418743
"T500","s17",0.424609097933733,18,0.299491729753571,-1.20566847531851
"T500","s18",0.459155533376076,19,0.272885709916059,-1.29870221644958
"T500","s19",0.482040963184175,20,0.248643295551648,-1.39173595758065
"T500","s20",0.503833381961915,21,0.226554510464478,-1.48476969871172
"T500","s21",0.523642796539164,22,0.206428032165209,-1.5778034398428
"T500","s22",0.541684628987126,23,0.188089534727149,-1.67083718097387
"T500","s23",0.558202678919783,24,0.171380178858469,-1.76387092210494
"T500","s24",0.574764415365119,25,0.156155236112248,-1.85690466323601
"T500","s25",0.5911160428956,26,0.142282835317901,-1.94993840436709
"T500","s26",0.605406800456357,27,0.129642820376185,-2.04297214549816
"T500","s27",0.613600473352704,28,0.11812570952455,-2.13600588662923
"T500","s28",0.615939811266676,29,0.107631747058487,-2.2290396277603
"T500","s29",0.618130918696498,30,0.098070039295336,-2.32207336889138
"T500","s30",0.621851143477466,31,0.0893577672966927,-2.41510711002245
"T500","s31",0.628685510294505,32,0.081419469530381,-2.50814085115352
"T500","s32",0.633968916854398,33,0.0741863882587631,-2.60117459228459
"T500","s33",0.638779061928315,34,0.0675958739921083,-2.69420833341567
"T500","s34",0.643163982225954,35,0.0615908428486847,-2.78724207454674
"T500","s35",0.646162195369955,36,0.0561192821214836,-2.88027581567781
"T500","s36",0.65044897155238,37,0.0511337997690337,-2.97330955680888
"T500","s37",0.653161851152626,38,0.0465912139282103,-3.06634329793996
"T500","s38",0.656346975133347,39,0.0424521788935944,-3.15937703907103
"T500","s39",0.65925719655527,40,0.0386808443237953,-3.2524107802021
"T500","s40",0.661929152696739,41,0.0352445447229435,-3.34544452133317
"T500","s41",0.664368481967383,42,0.0321135165077928,-3.43847826246425
"T500","s42",0.666592590861554,43,0.0292606402098008,-3.53151200359532
"T500","s43",0.667500154883163,44,0.0266612055792658,-3.62454574472639
"T500","s44",0.666113660128705,45,0.0242926975569655,-3.71757948585747
"T500","s45",0.665360231674754,46,0.0221346012594847,-3.81061322698854
"T500","s46",0.662686752285441,47,0.0201682242891094,-3.90364696811961
"T500","s47",0.658519552298831,48,0.0183765348292203,-3.99668070925068
"T500","s48",0.654711428839461,49,0.0167440141228447,-4.08971445038176
"T500","s49",0.651222865943159,50,0.0152565220566078,-4.18274819151283
"T500","s50",0.648035006097599,51,0.0139011746858355,-4.2757819326439
"T500","s51",0.645129433442921,52,0.0126662326399888,-4.36881567377497
"T500","s52",0.642589001819303,53,0.0115409994418521,-4.46184941490605
"T500","s53",0.640198813833347,54,0.0105157288597653,-4.55488315603712
"T500","s54",0.638011044292547,55,0.00958154049042696,-4.64791689716819
"T500","s55",0.635489558809025,56,0.00873034284108958,-4.74095063829926
"T500","s56",0.631825709329304,57,0.00795476324492032,-4.83398437943034
"T500","s57",0.629620148370376,58,0.00724808400248779,-4.92701812056141
"T500","s58",0.628472909639506,59,0.00660418419626336,-5.02005186169248
"T500","s59",0.627768147393896,60,0.00601748667416168,-5.11308560282355
"T500","s60",0.627223861792268,61,0.00548290974291738,-5.20611934395463
"T500","s61",0.626761256924322,62,0.00499582315288907,-5.2991530850857
"T500","s62",0.626355029667898,63,0.00455200799305198,-5.39218682621677
"T500","s63",0.628030108711965,64,0.00414762014880898,-5.48522056734784
"T500","s64",0.629686621742858,65,0.00377915700610892,-5.57825430847892
"T500","s65",0.631218172554242,66,0.00344342711347937,-5.67128804960999
"T500","s66",0.632568190201839,67,0.00313752253920067,-5.76432179074106
"T500","s67",0.633832627308434,68,0.00285879368419255,-5.85735553187213
"T500","s68",0.634974529029902,69,0.00260482633245443,-5.95038927300321
"T500","s69",0.635948302233799,70,0.00237342074028138,-6.04342301413428
"T500","s70",0.63678780705415,71,0.00216257258313645,-6.13645675526535
"T500","s71",0.637520170617377,72,0.0019704555951504,-6.22949049639642
"T500","s72",0.638159517185776,73,0.00179540575088043,-6.3225242375275
"T500","s73",0.63920231197187,74,0.00163590685231781,-6.41555797865857
"T500","s74",0.640648323819679,75,0.00149057739630611,-6.50859171978964
"T500","s75",0.640829244346241,76,0.00135815860862172,-6.60162546092071
"T500","s76",0.6408307878243,77,0.00123750354107375,-6.69465920205179
"T500","s77",0.640841377449636,78,0.00112756713718743,-6.78769294318286
"T500","s78",0.640849175463968,79,0.00102739718042495,-6.88072668431393
"T500","s79",0.640859208413288,80,0.000936126046541284,-6.973760425445
"T500","s80",0.640869274101184,81,0.000852963188638053,-7.06679416657608
"T500","s81",0.640879036043428,82,0.000777188289824504,-7.15982790770715
"T500","s82",0.640890241496662,83,0.000708145024177179,-7.25286164883822
"T500","s83",0.640893351641155,84,0.000645235371958748,-7.34589538996929
"T500","s84",0.640914822997651,85,0.000587914439857136,-7.43892913110037
"T500","s85",0.640936794818434,86,0.000535685741380322,-7.53196287223144
"T500","s86",0.640950216933313,87,0.000488096896527863,-7.62499661336251
"T500","s87",0.640969153761697,88,0.000444735713491745,-7.71803035449358
"T500","s88",0.640979178165598,89,0.000405226618448127,-7.81106409562466
"T500","s89",0.640992056912662,90,0.000369227402516555,-7.90409783675573
"T500","s90",0.641003390150454,91,0.000336426257710347,-7.9971315778868
"T500","s91",0.641012442868453,92,0.00030653907620498,-8.09016531901787
"SPFH2m","s0",0,1,1.45630895831622,0.375905123909727
"SPFH2m","s1",0,2,1.32693448421509,0.282871382778654
"SPFH2m","s2",0,3,1.2090532818221,0.189837641647582
"SPFH2m","s3",0,4,1.1016443205555,0.0968039005165092
"SPFH2m","s4",0,5,1.00377727537633,0.00377015938543671
"SPFH2m","s5",0,6,0.914604468757992,-0.0892635817456359
"SPFH2m","s6",0,7,0.833353528509075,-0.182297322876708
"SPFH2m","s7",0,8,0.759320697854897,-0.275331064007781
"SPFH2m","s8",0,9,0.691864739833004,-0.368364805138854
"SPFH2m","s9",0,10,0.630401383205366,-0.461398546269926
"SPFH2m","s10",0,11,0.574398261780418,-0.554432287400999
"SPFH2m","s11",0,12,0.523370303311792,-0.647466028532071
"SPFH2m","s12",0,13,0.476875528034572,-0.740499769663144
"SPFH2m","s13",0,14,0.43451122044801,-0.833533510794216
"SPFH2m","s14",0,15,0.395910441186514,-0.926567251925289
"SPFH2m","s15",0,16,0.360738848766403,-1.01960099305636
"SPFH2m","s16",0,17,0.328691803679924,-1.11263473418743
"SPFH2m","s17",0,18,0.299491729753571,-1.20566847531851
"SPFH2m","s18",0,19,0.272885709916059,-1.29870221644958
"SPFH2m","s19",0,20,0.248643295551648,-1.39173595758065
"SPFH2m","s20",0,21,0.226554510464478,-1.48476969871172
"SPFH2m","s21",0,22,0.206428032165209,-1.5778034398428
"SPFH2m","s22",0,23,0.188089534727149,-1.67083718097387
"SPFH2m","s23",0,24,0.171380178858469,-1.76387092210494
"SPFH2m","s24",0,25,0.156155236112248,-1.85690466323601
"SPFH2m","s25",0,26,0.142282835317901,-1.94993840436709
"SPFH2m","s26",0,27,0.129642820376185,-2.04297214549816
"SPFH2m","s27",0,28,0.11812570952455,-2.13600588662923
"SPFH2m","s28",0,29,0.107631747058487,-2.2290396277603
"SPFH2m","s29",0,30,0.098070039295336,-2.32207336889138
"SPFH2m","s30",0.0140415570324429,31,0.0893577672966927,-2.41510711002245
"SPFH2m","s31",0,32,0.081419469530381,-2.50814085115352
"SPFH2m","s32",0,33,0.0741863882587631,-2.60117459228459
"SPFH2m","s33",0,34,0.0675958739921083,-2.69420833341567
"SPFH2m","s34",0,35,0.0615908428486847,-2.78724207454674
"SPFH2m","s35",0,36,0.0561192821214836,-2.88027581567781
"SPFH2m","s36",0,37,0.0511337997690337,-2.97330955680888
"SPFH2m","s37",0,38,0.0465912139282103,-3.06634329793996
"SPFH2m","s38",0,39,0.0424521788935944,-3.15937703907103
"SPFH2m","s39",0,40,0.0386808443237953,-3.2524107802021
"SPFH2m","s40",0,41,0.0352445447229435,-3.34544452133317
"SPFH2m","s41",0,42,0.0321135165077928,-3.43847826246425
"SPFH2m","s42",0,43,0.0292606402098008,-3.53151200359532
"SPFH2m","s43",0,44,0.0266612055792658,-3.62454574472639
"SPFH2m","s44",0,45,0.0242926975569655,-3.71757948585747
"SPFH2m","s45",0,46,0.0221346012594847,-3.81061322698854
"SPFH2m","s46",0,47,0.0201682242891094,-3.90364696811961
"SPFH2m","s47",0,48,0.0183765348292203,-3.99668070925068
"SPFH2m","s48",0,49,0.0167440141228447,-4.08971445038176
"SPFH2m","s49",0,50,0.0152565220566078,-4.18274819151283
"SPFH2m","s50",0,51,0.0139011746858355,-4.2757819326439
"SPFH2m","s51",0,52,0.0126662326399888,-4.36881567377497
"SPFH2m","s52",0,53,0.0115409994418521,-4.46184941490605
"SPFH2m","s53",0,54,0.0105157288597653,-4.55488315603712
"SPFH2m","s54",0,55,0.00958154049042696,-4.64791689716819
"SPFH2m","s55",0,56,0.00873034284108958,-4.74095063829926
"SPFH2m","s56",0,57,0.00795476324492032,-4.83398437943034
"SPFH2m","s57",0,58,0.00724808400248779,-4.92701812056141
"SPFH2m","s58",0,59,0.00660418419626336,-5.02005186169248
"SPFH2m","s59",0,60,0.00601748667416168,-5.11308560282355
"SPFH2m","s60",0,61,0.00548290974291738,-5.20611934395463
"SPFH2m","s61",0,62,0.00499582315288907,-5.2991530850857
"SPFH2m","s62",-0.000114759362626657,63,0.00455200799305198,-5.39218682621677
"SPFH2m","s63",-0.0174433696356104,64,0.00414762014880898,-5.48522056734784
"SPFH2m","s64",-0.0331149922183338,65,0.00377915700610892,-5.57825430847892
"SPFH2m","s65",-0.0476540839188582,66,0.00344342711347937,-5.67128804960999
"SPFH2m","s66",-0.0605487048567006,67,0.00313752253920067,-5.76432179074106
"SPFH2m","s67",-0.0725681661341532,68,0.00285879368419255,-5.85735553187213
"SPFH2m","s68",-0.0834076301920824,69,0.00260482633245443,-5.95038927300321
"SPFH2m","s69",-0.093860184036136,70,0.00237342074028138,-6.04342301413428
"SPFH2m","s70",-0.103268187716917,71,0.00216257258313645,-6.13645675526535
"SPFH2m","s71",-0.111945024466303,72,0.0019704555951504,-6.22949049639642
"SPFH2m","s72",-0.119914962536331,73,0.00179540575088043,-6.3225242375275
"SPFH2m","s73",-0.129119332986859,74,0.00163590685231781,-6.41555797865857
"SPFH2m","s74",-0.141930023672901,75,0.00149057739630611,-6.50859171978964
"SPFH2m","s75",-0.152076754690935,76,0.00135815860862172,-6.60162546092071
"SPFH2m","s76",-0.15745914997792,77,0.00123750354107375,-6.69465920205179
"SPFH2m","s77",-0.163403984074402,78,0.00112756713718743,-6.78769294318286
"SPFH2m","s78",-0.168536257965956,79,0.00102739718042495,-6.88072668431393
"SPFH2m","s79",-0.173373601810979,80,0.000936126046541284,-6.973760425445
"SPFH2m","s80",-0.177717548163098,81,0.000852963188638053,-7.06679416657608
"SPFH2m","s81",-0.18173302425394,82,0.000777188289824504,-7.15982790770715
"SPFH2m","s82",-0.185261960369447,83,0.000708145024177179,-7.25286164883822
"SPFH2m","s83",-0.189165819499734,84,0.000645235371958748,-7.34589538996929
"SPFH2m","s84",-0.192210554337207,85,0.000587914439857136,-7.43892913110037
"SPFH2m","s85",-0.195915895698742,86,0.000535685741380322,-7.53196287223144
"SPFH2m","s86",-0.198008917205136,87,0.000488096896527863,-7.62499661336251
"SPFH2m","s87",-0.201336766472052,88,0.000444735713491745,-7.71803035449358
"SPFH2m","s88",-0.203200254205921,89,0.000405226618448127,-7.81106409562466
"SPFH2m","s89",-0.205441676841029,90,0.000369227402516555,-7.90409783675573
"SPFH2m","s90",-0.207479199307032,91,0.000336426257710347,-7.9971315778868
"SPFH2m","s91",-0.209316019544421,92,0.00030653907620498,-8.09016531901787
"PWAT","s0",0,1,1.45630895831622,0.375905123909727
"PWAT","s1",0,2,1.32693448421509,0.282871382778654
"PWAT","s2",0,3,1.2090532818221,0.189837641647582
"PWAT","s3",0,4,1.1016443205555,0.0968039005165092
"PWAT","s4",0,5,1.00377727537633,0.00377015938543671
"PWAT","s5",0,6,0.914604468757992,-0.0892635817456359
"PWAT","s6",0,7,0.833353528509075,-0.182297322876708
"PWAT","s7",0,8,0.759320697854897,-0.275331064007781
"PWAT","s8",0,9,0.691864739833004,-0.368364805138854
"PWAT","s9",0,10,0.630401383205366,-0.461398546269926
"PWAT","s10",0,11,0.574398261780418,-0.554432287400999
"PWAT","s11",0,12,0.523370303311792,-0.647466028532071
"PWAT","s12",0,13,0.476875528034572,-0.740499769663144
"PWAT","s13",0,14,0.43451122044801,-0.833533510794216
"PWAT","s14",0,15,0.395910441186514,-0.926567251925289
"PWAT","s15",0,16,0.360738848766403,-1.01960099305636
"PWAT","s16",0,17,0.328691803679924,-1.11263473418743
"PWAT","s17",0,18,0.299491729753571,-1.20566847531851
"PWAT","s18",0,19,0.272885709916059,-1.29870221644958
"PWAT","s19",0,20,0.248643295551648,-1.39173595758065
"PWAT","s20",0,21,0.226554510464478,-1.48476969871172
"PWAT","s21",0,22,0.206428032165209,-1.5778034398428
"PWAT","s22",0,23,0.188089534727149,-1.67083718097387
"PWAT","s23",0,24,0.171380178858469,-1.76387092210494
"PWAT","s24",0.0476555226819709,25,0.156155236112248,-1.85690466323601
"PWAT","s25",0.107580997433507,26,0.142282835317901,-1.94993840436709
"PWAT","s26",0.170222432907945,27,0.129642820376185,-2.04297214549816
"PWAT","s27",0.236301929104224,28,0.11812570952455,-2.13600588662923
"PWAT","s28",0.300107796259287,29,0.107631747058487,-2.2290396277603
"PWAT","s29",0.359858567482961,30,0.098070039295336,-2.32207336889138
"PWAT","s30",0.349727606700271,31,0.0893577672966927,-2.41510711002245
"PWAT","s31",0.269752413035509,32,0.081419469530381,-2.50814085115352
"PWAT","s32",0.204491444358104,33,0.0741863882587631,-2.60117459228459
"PWAT","s33",0.144870076942582,34,0.0675958739921083,-2.69420833341567
"PWAT","s34",0.0906602135891565,35,0.0615908428486847,-2.78724207454674
"PWAT","s35",0.043142726615187,36,0.0561192821214836,-2.88027581567781
"PWAT","s36",0,37,0.0511337997690337,-2.97330955680888
"PWAT","s37",0,38,0.0465912139282103,-3.06634329793996
"PWAT","s38",0,39,0.0424521788935944,-3.15937703907103
"PWAT","s39",0,40,0.0386808443237953,-3.2524107802021
"PWAT","s40",0,41,0.0352445447229435,-3.34544452133317
"PWAT","s41",0,42,0.0321135165077928,-3.43847826246425
"PWAT","s42",0,43,0.0292606402098008,-3.53151200359532
"PWAT","s43",0,44,0.0266612055792658,-3.62454574472639
"PWAT","s44",0,45,0.0242926975569655,-3.71757948585747
"PWAT","s45",0,46,0.0221346012594847,-3.81061322698854
"PWAT","s46",0,47,0.0201682242891094,-3.90364696811961
"PWAT","s47",0,48,0.0183765348292203,-3.99668070925068
"PWAT","s48",0,49,0.0167440141228447,-4.08971445038176
"PWAT","s49",0,50,0.0152565220566078,-4.18274819151283
"PWAT","s50",0,51,0.0139011746858355,-4.2757819326439
"PWAT","s51",0,52,0.0126662326399888,-4.36881567377497
"PWAT","s52",0,53,0.0115409994418521,-4.46184941490605
"PWAT","s53",0,54,0.0105157288597653,-4.55488315603712
"PWAT","s54",0,55,0.00958154049042696,-4.64791689716819
"PWAT","s55",-0.0137037043295888,56,0.00873034284108958,-4.74095063829926
"PWAT","s56",-0.0575039282819231,57,0.00795476324492032,-4.83398437943034
"PWAT","s57",-0.0995342451799665,58,0.00724808400248779,-4.92701812056141
"PWAT","s58",-0.135560517836351,59,0.00660418419626336,-5.02005186169248
"PWAT","s59",-0.167123714655402,60,0.00601748667416168,-5.11308560282355
"PWAT","s60",-0.195161337031627,61,0.00548290974291738,-5.20611934395463
"PWAT","s61",-0.221161171605545,62,0.00499582315288907,-5.2991530850857
"PWAT","s62",-0.244391792639281,63,0.00455200799305198,-5.39218682621677
"PWAT","s63",-0.271572418768692,64,0.00414762014880898,-5.48522056734784
"PWAT","s64",-0.290315573293167,65,0.00377915700610892,-5.57825430847892
"PWAT","s65",-0.307727962504361,66,0.00344342711347937,-5.67128804960999
"PWAT","s66",-0.323182944800239,67,0.00313752253920067,-5.76432179074106
"PWAT","s67",-0.337577348093749,68,0.00285879368419255,-5.85735553187213
"PWAT","s68",-0.350534966437516,69,0.00260482633245443,-5.95038927300321
"PWAT","s69",-0.362492954738642,70,0.00237342074028138,-6.04342301413428
"PWAT","s70",-0.372893699733526,71,0.00216257258313645,-6.13645675526535
"PWAT","s71",-0.382278545408304,72,0.0019704555951504,-6.22949049639642
"PWAT","s72",-0.39072151792425,73,0.00179540575088043,-6.3225242375275
"PWAT","s73",-0.399814072707552,74,0.00163590685231781,-6.41555797865857
"PWAT","s74",-0.4078230920194,75,0.00149057739630611,-6.50859171978964
"PWAT","s75",-0.414905302081084,76,0.00135815860862172,-6.60162546092071
"PWAT","s76",-0.418082040309631,77,0.00123750354107375,-6.69465920205179
"PWAT","s77",-0.42178320581088,78,0.00112756713718743,-6.78769294318286
"PWAT","s78",-0.425080966071306,79,0.00102739718042495,-6.88072668431393
"PWAT","s79",-0.428211403293068,80,0.000936126046541284,-6.973760425445
"PWAT","s80",-0.431040809628315,81,0.000852963188638053,-7.06679416657608
"PWAT","s81",-0.433659580670252,82,0.000777188289824504,-7.15982790770715
"PWAT","s82",-0.435974222505105,83,0.000708145024177179,-7.25286164883822
"PWAT","s83",-0.438861778480322,84,0.000645235371958748,-7.34589538996929
"PWAT","s84",-0.441186577052312,85,0.000587914439857136,-7.43892913110037
"PWAT","s85",-0.443950630843784,86,0.000535685741380322,-7.53196287223144
"PWAT","s86",-0.445520726581507,87,0.000488096896527863,-7.62499661336251
"PWAT","s87",-0.448020561131166,88,0.000444735713491745,-7.71803035449358
"PWAT","s88",-0.44938595630079,89,0.000405226618448127,-7.81106409562466
"PWAT","s89",-0.451084324812447,90,0.000369227402516555,-7.90409783675573
"PWAT","s90",-0.452596031031143,91,0.000336426257710347,-7.9971315778868
"PWAT","s91",-0.453948048829976,92,0.00030653907620498,-8.09016531901787
"APCP","s0",0,1,1.45630895831622,0.375905123909727
"APCP","s1",0,2,1.32693448421509,0.282871382778654
"APCP","s2",0,3,1.2090532818221,0.189837641647582
"APCP","s3",0,4,1.1016443205555,0.0968039005165092
"APCP","s4",0,5,1.00377727537633,0.00377015938543671
"APCP","s5",0,6,0.914604468757992,-0.0892635817456359
"APCP","s6",0,7,0.833353528509075,-0.182297322876708
"APCP","s7",0,8,0.759320697854897,-0.275331064007781
"APCP","s8",-0.060535718851662,9,0.691864739833004,-0.368364805138854
"APCP","s9",-0.178799598804121,10,0.630401383205366,-0.461398546269926
"APCP","s10",-0.277429480042321,11,0.574398261780418,-0.554432287400999
"APCP","s11",-0.361629645796562,12,0.523370303311792,-0.647466028532071
"APCP","s12",-0.438286326874656,13,0.476875528034572,-0.740499769663144
"APCP","s13",-0.508129736467873,14,0.43451122044801,-0.833533510794216
"APCP","s14",-0.571768431723809,15,0.395910441186514,-0.926567251925289
"APCP","s15",-0.629812519417363,16,0.360738848766403,-1.01960099305636
"APCP","s16",-0.673826828643637,17,0.328691803679924,-1.11263473418743
"APCP","s17",-0.711105091099243,18,0.299491729753571,-1.20566847531851
"APCP","s18",-0.745695112316162,19,0.272885709916059,-1.29870221644958
"APCP","s19",-0.785732954038293,20,0.248643295551648,-1.39173595758065
"APCP","s20",-0.8216189853559,21,0.226554510464478,-1.48476969871172
"APCP","s21",-0.854375150667439,22,0.206428032165209,-1.5778034398428
"APCP","s22",-0.884230913931424,23,0.188089534727149,-1.67083718097387
"APCP","s23",-0.91133705067127,24,0.171380178858469,-1.76387092210494
"APCP","s24",-0.946054251557435,25,0.156155236112248,-1.85690466323601
"APCP","s25",-0.981070313153424,26,0.142282835317901,-1.94993840436709
"APCP","s26",-1.00979004209064,27,0.129642820376185,-2.04297214549816
"APCP","s27",-1.03533486324124,28,0.11812570952455,-2.13600588662923
"APCP","s28",-1.05682603145253,29,0.107631747058487,-2.2290396277603
"APCP","s29",-1.07677804999694,30,0.098070039295336,-2.32207336889138
"APCP","s30",-1.09472792755685,31,0.0893577672966927,-2.41510711002245
"APCP","s31",-1.11015766477378,32,0.081419469530381,-2.50814085115352
"APCP","s32",-1.12406967737857,33,0.0741863882587631,-2.60117459228459
"APCP","s33",-1.13673748656437,34,0.0675958739921083,-2.69420833341567
"APCP","s34",-1.14828606800098,35,0.0615908428486847,-2.78724207454674
"APCP","s35",-1.15720949428881,36,0.0561192821214836,-2.88027581567781
"APCP","s36",-1.16439469189305,37,0.0511337997690337,-2.97330955680888
"APCP","s37",-1.17639263563283,38,0.0465912139282103,-3.06634329793996
"APCP","s38",-1.18693159636158,39,0.0424521788935944,-3.15937703907103
"APCP","s39",-1.19657694129482,40,0.0386808443237953,-3.2524107802021
