"var","step_col","coef","step_idx","lambda","log_lambda"
"APCP","s40",-1.20535171968468,41,0.0352445447229435,-3.34544452133317
"APCP","s41",-1.21334518161476,42,0.0321135165077928,-3.43847826246425
"APCP","s42",-1.2206278090027,43,0.0292606402098008,-3.53151200359532
"APCP","s43",-1.22870948337715,44,0.0266612055792658,-3.62454574472639
"APCP","s44",-1.23773566899325,45,0.0242926975569655,-3.71757948585747
"APCP","s45",-1.2458400720489,46,0.0221346012594847,-3.81061322698854
"APCP","s46",-1.25283019246556,47,0.0201682242891094,-3.90364696811961
"APCP","s47",-1.26007127627778,48,0.0183765348292203,-3.99668070925068
"APCP","s48",-1.26674492373918,49,0.0167440141228447,-4.08971445038176
"APCP","s49",-1.27284730752524,50,0.0152565220566078,-4.18274819151283
"APCP","s50",-1.27841669493085,51,0.0139011746858355,-4.2757819326439
"APCP","s51",-1.28349309374192,52,0.0126662326399888,-4.36881567377497
"APCP","s52",-1.28799709060506,53,0.0115409994418521,-4.46184941490605
"APCP","s53",-1.29218630828709,54,0.0105157288597653,-4.55488315603712
"APCP","s54",-1.29601688542542,55,0.00958154049042696,-4.64791689716819
"APCP","s55",-1.298679987563,56,0.00873034284108958,-4.74095063829926
"APCP","s56",-1.29901608158391,57,0.00795476324492032,-4.83398437943034
"APCP","s57",-1.29874294123541,58,0.00724808400248779,-4.92701812056141
"APCP","s58",-1.29806952237575,59,0.00660418419626336,-5.02005186169248
"APCP","s59",-1.29713825463127,60,0.00601748667416168,-5.11308560282355
"APCP","s60",-1.29618890936752,61,0.00548290974291738,-5.20611934395463
"APCP","s61",-1.29524194338456,62,0.00499582315288907,-5.2991530850857
"APCP","s62",-1.29439861423019,63,0.00455200799305198,-5.39218682621677
"APCP","s63",-1.29304161119959,64,0.00414762014880898,-5.48522056734784
"APCP","s64",-1.29232546282893,65,0.00377915700610892,-5.57825430847892
"APCP","s65",-1.29166582061391,66,0.00344342711347937,-5.67128804960999
"APCP","s66",-1.29109395610581,67,0.00313752253920067,-5.76432179074106
"APCP","s67",-1.29055072964087,68,0.00285879368419255,-5.85735553187213
"APCP","s68",-1.29006382543417,69,0.00260482633245443,-5.95038927300321
"APCP","s69",-1.28963013072343,70,0.00237342074028138,-6.04342301413428
"APCP","s70",-1.28929587839283,71,0.00216257258313645,-6.13645675526535
"APCP","s71",-1.28902726875249,72,0.0019704555951504,-6.22949049639642
"APCP","s72",-1.28881334837002,73,0.00179540575088043,-6.3225242375275
"APCP","s73",-1.2884234750248,74,0.00163590685231781,-6.41555797865857
"APCP","s74",-1.28826320099309,75,0.00149057739630611,-6.50859171978964
"APCP","s75",-1.28845753758169,76,0.00135815860862172,-6.60162546092071
"APCP","s76",-1.28877509196191,77,0.00123750354107375,-6.69465920205179
"APCP","s77",-1.28906551974014,78,0.00112756713718743,-6.78769294318286
"APCP","s78",-1.28932187048945,79,0.00102739718042495,-6.88072668431393
"APCP","s79",-1.28955423125023,80,0.000936126046541284,-6.973760425445
"APCP","s80",-1.28976323870425,81,0.000852963188638053,-7.06679416657608
"APCP","s81",-1.28995380043046,82,0.000777188289824504,-7.15982790770715
"APCP","s82",-1.29012321148574,83,0.000708145024177179,-7.25286164883822
"APCP","s83",-1.29024703524002,84,0.000645235371958748,-7.34589538996929
"APCP","s84",-1.29035255138951,85,0.000587914439857136,-7.43892913110037
"APCP","s85",-1.29046343200092,86,0.000535685741380322,-7.53196287223144
"APCP","s86",-1.29055123914657,87,0.000488096896527863,-7.62499661336251
"APCP","s87",-1.29064683203674,88,0.000444735713491745,-7.71803035449358
"APCP","s88",-1.29072359052147,89,0.000405226618448127,-7.81106409562466
"APCP","s89",-1.29079712882313,90,0.000369227402516555,-7.90409783675573
"APCP","s90",-1.29086555178934,91,0.000336426257710347,-7.9971315778868
"APCP","s91",-1.29092877561167,92,0.00030653907620498,-8.09016531901787
"TCDC","s0",0,1,1.45630895831622,0.375905123909727
"TCDC","s1",0,2,1.32693448421509,0.282871382778654
"TCDC","s2",0,3,1.2090532818221,0.189837641647582
"TCDC","s3",0,4,1.1016443205555,0.0968039005165092
"TCDC","s4",0,5,1.00377727537633,0.00377015938543671
"TCDC","s5",0,6,0.914604468757992,-0.0892635817456359
"TCDC","s6",0,7,0.833353528509075,-0.182297322876708
"TCDC","s7",0,8,0.759320697854897,-0.275331064007781
"TCDC","s8",0,9,0.691864739833004,-0.368364805138854
"TCDC","s9",0,10,0.630401383205366,-0.461398546269926
"TCDC","s10",0,11,0.574398261780418,-0.554432287400999
"TCDC","s11",0,12,0.523370303311792,-0.647466028532071
"TCDC","s12",0,13,0.476875528034572,-0.740499769663144
"TCDC","s13",0,14,0.43451122044801,-0.833533510794216
"TCDC","s14",0,15,0.395910441186514,-0.926567251925289
"TCDC","s15",0,16,0.360738848766403,-1.01960099305636
"TCDC","s16",0,17,0.328691803679924,-1.11263473418743
"TCDC","s17",0,18,0.299491729753571,-1.20566847531851
"TCDC","s18",0,19,0.272885709916059,-1.29870221644958
"TCDC","s19",0,20,0.248643295551648,-1.39173595758065
"TCDC","s20",0,21,0.226554510464478,-1.48476969871172
"TCDC","s21",0,22,0.206428032165209,-1.5778034398428
"TCDC","s22",0,23,0.188089534727149,-1.67083718097387
"TCDC","s23",0,24,0.171380178858469,-1.76387092210494
"TCDC","s24",0,25,0.156155236112248,-1.85690466323601
"TCDC","s25",0,26,0.142282835317901,-1.94993840436709
"TCDC","s26",0,27,0.129642820376185,-2.04297214549816
"TCDC","s27",0,28,0.11812570952455,-2.13600588662923
"TCDC","s28",0,29,0.107631747058487,-2.2290396277603
"TCDC","s29",0,30,0.098070039295336,-2.32207336889138
"TCDC","s30",0,31,0.0893577672966927,-2.41510711002245
"TCDC","s31",0,32,0.081419469530381,-2.50814085115352
"TCDC","s32",0,33,0.0741863882587631,-2.60117459228459
"TCDC","s33",0,34,0.0675958739921083,-2.69420833341567
"TCDC","s34",0,35,0.0615908428486847,-2.78724207454674
"TCDC","s35",0,36,0.0561192821214836,-2.88027581567781
"TCDC","s36",0,37,0.0511337997690337,-2.97330955680888
"TCDC","s37",0,38,0.0465912139282103,-3.06634329793996
"TCDC","s38",0,39,0.0424521788935944,-3.15937703907103
"TCDC","s39",0,40,0.0386808443237953,-3.2524107802021
"TCDC","s40",0,41,0.0352445447229435,-3.34544452133317
"TCDC","s41",0,42,0.0321135165077928,-3.43847826246425
"TCDC","s42",0,43,0.0292606402098008,-3.53151200359532
"TCDC","s43",0.00406709558618356,44,0.0266612055792658,-3.62454574472639
"TCDC","s44",0.0108565770408734,45,0.0242926975569655,-3.71757948585747
"TCDC","s45",0.0165878490870097,46,0.0221346012594847,-3.81061322698854
"TCDC","s46",0.0268023305006641,47,0.0201682242891094,-3.90364696811961
"TCDC","s47",0.0396493854915806,48,0.0183765348292203,-3.99668070925068
"TCDC","s48",0.051982726817249,49,0.0167440141228447,-4.08971445038176
"TCDC","s49",0.0633201681702476,50,0.0152565220566078,-4.18274819151283
"TCDC","s50",0.0736737723960354,51,0.0139011746858355,-4.2757819326439
"TCDC","s51",0.0831126925715245,52,0.0126662326399888,-4.36881567377497
"TCDC","s52",0.0915476793344678,53,0.0115409994418521,-4.46184941490605
"TCDC","s53",0.0993377045458795,54,0.0105157288597653,-4.55488315603712
"TCDC","s54",0.10645571018356,55,0.00958154049042696,-4.64791689716819
"TCDC","s55",0.115670043485474,56,0.00873034284108958,-4.74095063829926
"TCDC","s56",0.126325800939219,57,0.00795476324492032,-4.83398437943034
"TCDC","s57",0.134747077368289,58,0.00724808400248779,-4.92701812056141
"TCDC","s58",0.141289259586215,59,0.00660418419626336,-5.02005186169248
"TCDC","s59",0.146297010903826,60,0.00601748667416168,-5.11308560282355
"TCDC","s60",0.150498544256311,61,0.00548290974291738,-5.20611934395463
"TCDC","s61",0.154190327386357,62,0.00499582315288907,-5.2991530850857
"TCDC","s62",0.157493069764567,63,0.00455200799305198,-5.39218682621677
"TCDC","s63",0.158937864199745,64,0.00414762014880898,-5.48522056734784
"TCDC","s64",0.160117612505829,65,0.00377915700610892,-5.57825430847892
"TCDC","s65",0.161217491295055,66,0.00344342711347937,-5.67128804960999
"TCDC","s66",0.162265138154209,67,0.00313752253920067,-5.76432179074106
"TCDC","s67",0.163188299478688,68,0.00285879368419255,-5.85735553187213
"TCDC","s68",0.1640319142705,69,0.00260482633245443,-5.95038927300321
"TCDC","s69",0.16471019074936,70,0.00237342074028138,-6.04342301413428
"TCDC","s70",0.165294569032168,71,0.00216257258313645,-6.13645675526535
"TCDC","s71",0.165818968159832,72,0.0019704555951504,-6.22949049639642
"TCDC","s72",0.166288115750591,73,0.00179540575088043,-6.3225242375275
"TCDC","s73",0.166444998399604,74,0.00163590685231781,-6.41555797865857
"TCDC","s74",0.164837463724296,75,0.00149057739630611,-6.50859171978964
"TCDC","s75",0.164642303185609,76,0.00135815860862172,-6.60162546092071
"TCDC","s76",0.165004558407756,77,0.00123750354107375,-6.69465920205179
"TCDC","s77",0.165245014154283,78,0.00112756713718743,-6.78769294318286
"TCDC","s78",0.165506810942082,79,0.00102739718042495,-6.88072668431393
"TCDC","s79",0.165729558644075,80,0.000936126046541284,-6.973760425445
"TCDC","s80",0.165939263402724,81,0.000852963188638053,-7.06679416657608
"TCDC","s81",0.16612438762074,82,0.000777188289824504,-7.15982790770715
"TCDC","s82",0.166304795375336,83,0.000708145024177179,-7.25286164883822
"TCDC","s83",0.166382429223266,84,0.000645235371958748,-7.34589538996929
"TCDC","s84",0.166517483638638,85,0.000587914439857136,-7.43892913110037
"TCDC","s85",0.166579498860594,86,0.000535685741380322,-7.53196287223144
"TCDC","s86",0.166715714188835,87,0.000488096896527863,-7.62499661336251
"TCDC","s87",0.166764971037742,88,0.000444735713491745,-7.71803035449358
"TCDC","s88",0.16686338582284,89,0.000405226618448127,-7.81106409562466
"TCDC","s89",0.166939873845823,90,0.000369227402516555,-7.90409783675573
"TCDC","s90",0.166998981137598,91,0.000336426257710347,-7.9971315778868
"TCDC","s91",0.167051878340055,92,0.00030653907620498,-8.09016531901787
"DLWRF","s0",0,1,1.45630895831622,0.375905123909727
"DLWRF","s1",0,2,1.32693448421509,0.282871382778654
"DLWRF","s2",0,3,1.2090532818221,0.189837641647582
"DLWRF","s3",0,4,1.1016443205555,0.0968039005165092
"DLWRF","s4",0,5,1.00377727537633,0.00377015938543671
"DLWRF","s5",0,6,0.914604468757992,-0.0892635817456359
"DLWRF","s6",0,7,0.833353528509075,-0.182297322876708
"DLWRF","s7",0,8,0.759320697854897,-0.275331064007781
"DLWRF","s8",0,9,0.691864739833004,-0.368364805138854
"DLWRF","s9",0,10,0.630401383205366,-0.461398546269926
"DLWRF","s10",0,11,0.574398261780418,-0.554432287400999
"DLWRF","s11",0,12,0.523370303311792,-0.647466028532071
"DLWRF","s12",0,13,0.476875528034572,-0.740499769663144
"DLWRF","s13",0,14,0.43451122044801,-0.833533510794216
"DLWRF","s14",0,15,0.395910441186514,-0.926567251925289
"DLWRF","s15",0,16,0.360738848766403,-1.01960099305636
"DLWRF","s16",0,17,0.328691803679924,-1.11263473418743
"DLWRF","s17",0,18,0.299491729753571,-1.20566847531851
"DLWRF","s18",0,19,0.272885709916059,-1.29870221644958
"DLWRF","s19",0,20,0.248643295551648,-1.39173595758065
"DLWRF","s20",0,21,0.226554510464478,-1.48476969871172
"DLWRF","s21",0,22,0.206428032165209,-1.5778034398428
"DLWRF","s22",0,23,0.188089534727149,-1.67083718097387
"DLWRF","s23",0,24,0.171380178858469,-1.76387092210494
"DLWRF","s24",0,25,0.156155236112248,-1.85690466323601
"DLWRF","s25",0,26,0.142282835317901,-1.94993840436709
"DLWRF","s26",0,27,0.129642820376185,-2.04297214549816
"DLWRF","s27",0,28,0.11812570952455,-2.13600588662923
"DLWRF","s28",0,29,0.107631747058487,-2.2290396277603
"DLWRF","s29",0,30,0.098070039295336,-2.32207336889138
"DLWRF","s30",0,31,0.0893577672966927,-2.41510711002245
"DLWRF","s31",0,32,0.081419469530381,-2.50814085115352
"DLWRF","s32",0,33,0.0741863882587631,-2.60117459228459
"DLWRF","s33",0,34,0.0675958739921083,-2.69420833341567
"DLWRF","s34",0,35,0.0615908428486847,-2.78724207454674
"DLWRF","s35",0,36,0.0561192821214836,-2.88027581567781
"DLWRF","s36",0,37,0.0511337997690337,-2.97330955680888
"DLWRF","s37",0,38,0.0465912139282103,-3.06634329793996
"DLWRF","s38",0,39,0.0424521788935944,-3.15937703907103
"DLWRF","s39",0,40,0.0386808443237953,-3.2524107802021
"DLWRF","s40",0,41,0.0352445447229435,-3.34544452133317
"DLWRF","s41",0,42,0.0321135165077928,-3.43847826246425
"DLWRF","s42",0,43,0.0292606402098008,-3.53151200359532
"DLWRF","s43",0,44,0.0266612055792658,-3.62454574472639
"DLWRF","s44",0,45,0.0242926975569655,-3.71757948585747
"DLWRF","s45",0,46,0.0221346012594847,-3.81061322698854
"DLWRF","s46",0,47,0.0201682242891094,-3.90364696811961
"DLWRF","s47",0,48,0.0183765348292203,-3.99668070925068
"DLWRF","s48",0,49,0.0167440141228447,-4.08971445038176
"DLWRF","s49",0,50,0.0152565220566078,-4.18274819151283
"DLWRF","s50",0,51,0.0139011746858355,-4.2757819326439
"DLWRF","s51",0,52,0.0126662326399888,-4.36881567377497
"DLWRF","s52",0,53,0.0115409994418521,-4.46184941490605
"DLWRF","s53",0,54,0.0105157288597653,-4.55488315603712
"DLWRF","s54",0,55,0.00958154049042696,-4.64791689716819
"DLWRF","s55",0,56,0.00873034284108958,-4.74095063829926
"DLWRF","s56",0,57,0.00795476324492032,-4.83398437943034
"DLWRF","s57",0,58,0.00724808400248779,-4.92701812056141
"DLWRF","s58",0,59,0.00660418419626336,-5.02005186169248
"DLWRF","s59",0,60,0.00601748667416168,-5.11308560282355
"DLWRF","s60",0,61,0.00548290974291738,-5.20611934395463
"DLWRF","s61",0,62,0.00499582315288907,-5.2991530850857
"DLWRF","s62",0,63,0.00455200799305198,-5.39218682621677
"DLWRF","s63",0,64,0.00414762014880898,-5.48522056734784
"DLWRF","s64",0,65,0.00377915700610892,-5.57825430847892
"DLWRF","s65",0,66,0.00344342711347937,-5.67128804960999
"DLWRF","s66",0,67,0.00313752253920067,-5.76432179074106
"DLWRF","s67",0,68,0.00285879368419255,-5.85735553187213
"DLWRF","s68",0,69,0.00260482633245443,-5.95038927300321
"DLWRF","s69",0,70,0.00237342074028138,-6.04342301413428
"DLWRF","s70",0,71,0.00216257258313645,-6.13645675526535
"DLWRF","s71",0,72,0.0019704555951504,-6.22949049639642
"DLWRF","s72",0,73,0.00179540575088043,-6.3225242375275
"DLWRF","s73",0,74,0.00163590685231781,-6.41555797865857
"DLWRF","s74",0,75,0.00149057739630611,-6.50859171978964
"DLWRF","s75",0,76,0.00135815860862172,-6.60162546092071
"DLWRF","s76",0,77,0.00123750354107375,-6.69465920205179
"DLWRF","s77",0,78,0.00112756713718743,-6.78769294318286
"DLWRF","s78",0,79,0.00102739718042495,-6.88072668431393
"DLWRF","s79",0,80,0.000936126046541284,-6.973760425445
"DLWRF","s80",0,81,0.000852963188638053,-7.06679416657608
"DLWRF","s81",0,82,0.000777188289824504,-7.15982790770715
"DLWRF","s82",0,83,0.000708145024177179,-7.25286164883822
"DLWRF","s83",0.00214530115305903,84,0.000645235371958748,-7.34589538996929
"DLWRF","s84",0.00473629969936987,85,0.000587914439857136,-7.43892913110037
"DLWRF","s85",0.00851327400729201,86,0.000535685741380322,-7.53196287223144
"DLWRF","s86",0.0111237621007496,87,0.000488096896527863,-7.62499661336251
"DLWRF","s87",0.0157476034282418,88,0.000444735713491745,-7.71803035449358
"DLWRF","s88",0.0186516214819918,89,0.000405226618448127,-7.81106409562466
"DLWRF","s89",0.0224806294251615,90,0.000369227402516555,-7.90409783675573
"DLWRF","s90",0.0262050008445444,91,0.000336426257710347,-7.9971315778868
"DLWRF","s91",0.0297887940501333,92,0.00030653907620498,-8.09016531901787
"ULWRF","s0",0,1,1.45630895831622,0.375905123909727
"ULWRF","s1",0,2,1.32693448421509,0.282871382778654
"ULWRF","s2",0,3,1.2090532818221,0.189837641647582
"ULWRF","s3",0,4,1.1016443205555,0.0968039005165092
"ULWRF","s4",0,5,1.00377727537633,0.00377015938543671
"ULWRF","s5",0,6,0.914604468757992,-0.0892635817456359
"ULWRF","s6",0,7,0.833353528509075,-0.182297322876708
"ULWRF","s7",0,8,0.759320697854897,-0.275331064007781
"ULWRF","s8",0,9,0.691864739833004,-0.368364805138854
"ULWRF","s9",0,10,0.630401383205366,-0.461398546269926
"ULWRF","s10",0,11,0.574398261780418,-0.554432287400999
"ULWRF","s11",0,12,0.523370303311792,-0.647466028532071
"ULWRF","s12",0,13,0.476875528034572,-0.740499769663144
"ULWRF","s13",0,14,0.43451122044801,-0.833533510794216
"ULWRF","s14",0,15,0.395910441186514,-0.926567251925289
"ULWRF","s15",0,16,0.360738848766403,-1.01960099305636
"ULWRF","s16",0,17,0.328691803679924,-1.11263473418743
"ULWRF","s17",0,18,0.299491729753571,-1.20566847531851
"ULWRF","s18",0,19,0.272885709916059,-1.29870221644958
"ULWRF","s19",0,20,0.248643295551648,-1.39173595758065
"ULWRF","s20",0,21,0.226554510464478,-1.48476969871172
"ULWRF","s21",0,22,0.206428032165209,-1.5778034398428
"ULWRF","s22",0,23,0.188089534727149,-1.67083718097387
"ULWRF","s23",0,24,0.171380178858469,-1.76387092210494
"ULWRF","s24",0,25,0.156155236112248,-1.85690466323601
"ULWRF","s25",0,26,0.142282835317901,-1.94993840436709
"ULWRF","s26",0,27,0.129642820376185,-2.04297214549816
"ULWRF","s27",0,28,0.11812570952455,-2.13600588662923
"ULWRF","s28",0,29,0.107631747058487,-2.2290396277603
"ULWRF","s29",0,30,0.098070039295336,-2.32207336889138
"ULWRF","s30",0,31,0.0893577672966927,-2.41510711002245
"ULWRF","s31",0,32,0.081419469530381,-2.50814085115352
"ULWRF","s32",0,33,0.0741863882587631,-2.60117459228459
"ULWRF","s33",0,34,0.0675958739921083,-2.69420833341567
"ULWRF","s34",0,35,0.0615908428486847,-2.78724207454674
"ULWRF","s35",0,36,0.0561192821214836,-2.88027581567781
"ULWRF","s36",0,37,0.0511337997690337,-2.97330955680888
"ULWRF","s37",-0.0259549456590837,38,0.0465912139282103,-3.06634329793996
"ULWRF","s38",-0.050701219312798,39,0.0424521788935944,-3.15937703907103
"ULWRF","s39",-0.072987300590586,40,0.0386808443237953,-3.2524107802021
"ULWRF","s40",-0.0924131920519964,41,0.0352445447229435,-3.34544452133317
"ULWRF","s41",-0.109202193928255,42,0.0321135165077928,-3.43847826246425
"ULWRF","s42",-0.123631577053857,43,0.0292606402098008,-3.53151200359532
"ULWRF","s43",-0.147876442748466,44,0.0266612055792658,-3.62454574472639
"ULWRF","s44",-0.171842738535202,45,0.0242926975569655,-3.71757948585747
"ULWRF","s45",-0.193694213816781,46,0.0221346012594847,-3.81061322698854
"ULWRF","s46",-0.230285264191213,47,0.0201682242891094,-3.90364696811961
"ULWRF","s47",-0.27782803918857,48,0.0183765348292203,-3.99668070925068
"ULWRF","s48",-0.322535488083266,49,0.0167440141228447,-4.08971445038176
"ULWRF","s49",-0.362910305719266,50,0.0152565220566078,-4.18274819151283
"ULWRF","s50",-0.399073293211458,51,0.0139011746858355,-4.2757819326439
"ULWRF","s51",-0.431332038687729,52,0.0126662326399888,-4.36881567377497
"ULWRF","s52",-0.460051296480183,53,0.0115409994418521,-4.46184941490605
"ULWRF","s53",-0.486507671914953,54,0.0105157288597653,-4.55488315603712
"ULWRF","s54",-0.510267868712835,55,0.00958154049042696,-4.64791689716819
"ULWRF","s55",-0.533974581666676,56,0.00873034284108958,-4.74095063829926
"ULWRF","s56",-0.547963747276271,57,0.00795476324492032,-4.83398437943034
"ULWRF","s57",-0.554142508864941,58,0.00724808400248779,-4.92701812056141
"ULWRF","s58",-0.563065609250244,59,0.00660418419626336,-5.02005186169248
"ULWRF","s59",-0.569233645544113,60,0.00601748667416168,-5.11308560282355
"ULWRF","s60",-0.573617596395281,61,0.00548290974291738,-5.20611934395463
"ULWRF","s61",-0.576732501909452,62,0.00499582315288907,-5.2991530850857
"ULWRF","s62",-0.57914596068009,63,0.00455200799305198,-5.39218682621677
"ULWRF","s63",-0.571610519070702,64,0.00414762014880898,-5.48522056734784
"ULWRF","s64",-0.565468639021456,65,0.00377915700610892,-5.57825430847892
"ULWRF","s65",-0.559689330990309,66,0.00344342711347937,-5.67128804960999
"ULWRF","s66",-0.554421379634077,67,0.00313752253920067,-5.76432179074106
"ULWRF","s67",-0.549096930506987,68,0.00285879368419255,-5.85735553187213
"ULWRF","s68",-0.543972995673424,69,0.00260482633245443,-5.95038927300321
"ULWRF","s69",-0.537856870618497,70,0.00237342074028138,-6.04342301413428
"ULWRF","s70",-0.531752023811333,71,0.00216257258313645,-6.13645675526535
"ULWRF","s71",-0.525754065333678,72,0.0019704555951504,-6.22949049639642
"ULWRF","s72",-0.519892699779218,73,0.00179540575088043,-6.3225242375275
"ULWRF","s73",-0.513817537957661,74,0.00163590685231781,-6.41555797865857
"ULWRF","s74",-0.479294804291726,75,0.00149057739630611,-6.50859171978964
"ULWRF","s75",-0.437972629701666,76,0.00135815860862172,-6.60162546092071
"ULWRF","s76",-0.409719041069307,77,0.00123750354107375,-6.69465920205179
"ULWRF","s77",-0.379159909856395,78,0.00112756713718743,-6.78769294318286
"ULWRF","s78",-0.353045606378325,79,0.00102739718042495,-6.88072668431393
"ULWRF","s79",-0.328596824452827,80,0.000936126046541284,-6.973760425445
"ULWRF","s80",-0.30676366760284,81,0.000852963188638053,-7.06679416657608
"ULWRF","s81",-0.286636240989712,82,0.000777188289824504,-7.15982790770715
"ULWRF","s82",-0.269120121610825,83,0.000708145024177179,-7.25286164883822
"ULWRF","s83",-0.251131622042227,84,0.000645235371958748,-7.34589538996929
"ULWRF","s84",-0.238014246845697,85,0.000587914439857136,-7.43892913110037
"ULWRF","s85",-0.221699874333476,86,0.000535685741380322,-7.53196287223144
"ULWRF","s86",-0.213100373007542,87,0.000488096896527863,-7.62499661336251
"ULWRF","s87",-0.198936638551342,88,0.000444735713491745,-7.71803035449358
"ULWRF","s88",-0.191290490425098,89,0.000405226618448127,-7.81106409562466
"ULWRF","s89",-0.182224463053351,90,0.000369227402516555,-7.90409783675573
"ULWRF","s90",-0.173965261404811,91,0.000336426257710347,-7.9971315778868
"ULWRF","s91",-0.166535121873165,92,0.00030653907620498,-8.09016531901787
"DSWRF","s0",0,1,1.45630895831622,0.375905123909727
"DSWRF","s1",0,2,1.32693448421509,0.282871382778654
"DSWRF","s2",0,3,1.2090532818221,0.189837641647582
"DSWRF","s3",0,4,1.1016443205555,0.0968039005165092
"DSWRF","s4",0,5,1.00377727537633,0.00377015938543671
"DSWRF","s5",0,6,0.914604468757992,-0.0892635817456359
"DSWRF","s6",0,7,0.833353528509075,-0.182297322876708
"DSWRF","s7",0,8,0.759320697854897,-0.275331064007781
"DSWRF","s8",0,9,0.691864739833004,-0.368364805138854
"DSWRF","s9",0,10,0.630401383205366,-0.461398546269926
"DSWRF","s10",0,11,0.574398261780418,-0.554432287400999
"DSWRF","s11",0,12,0.523370303311792,-0.647466028532071
"DSWRF","s12",0,13,0.476875528034572,-0.740499769663144
"DSWRF","s13",0,14,0.43451122044801,-0.833533510794216
"DSWRF","s14",0,15,0.395910441186514,-0.926567251925289
"DSWRF","s15",0,16,0.360738848766403,-1.01960099305636
"DSWRF","s16",0.0849365475750919,17,0.328691803679924,-1.11263473418743
"DSWRF","s17",0.190481772013037,18,0.299491729753571,-1.20566847531851
"DSWRF","s18",0.287849420978287,19,0.272885709916059,-1.29870221644958
"DSWRF","s19",0.350478540208882,20,0.248643295551648,-1.39173595758065
"DSWRF","s20",0.411356586856831,21,0.226554510464478,-1.48476969871172
"DSWRF","s21",0.466378783742136,22,0.206428032165209,-1.5778034398428
"DSWRF","s22",0.516439376102143,23,0.188089534727149,-1.67083718097387
"DSWRF","s23",0.562801451168431,24,0.171380178858469,-1.76387092210494
"DSWRF","s24",0.618383475858236,25,0.156155236112248,-1.85690466323601
"DSWRF","s25",0.672345025687121,26,0.142282835317901,-1.94993840436709
"DSWRF","s26",0.72442817260214,27,0.129642820376185,-2.04297214549816
"DSWRF","s27",0.738255515565115,28,0.11812570952455,-2.13600588662923
"DSWRF","s28",0.688542433845838,29,0.107631747058487,-2.2290396277603
"DSWRF","s29",0.642588638826244,30,0.098070039295336,-2.32207336889138
"DSWRF","s30",0.629149740477677,31,0.0893577672966927,-2.41510711002245
"DSWRF","s31",0.661347290188193,32,0.081419469530381,-2.50814085115352
"DSWRF","s32",0.684347149893538,33,0.0741863882587631,-2.60117459228459
"DSWRF","s33",0.705360043920933,34,0.0675958739921083,-2.69420833341567
"DSWRF","s34",0.724458915872284,35,0.0615908428486847,-2.78724207454674
"DSWRF","s35",0.765103614831014,36,0.0561192821214836,-2.88027581567781
"DSWRF","s36",0.830762241871759,37,0.0511337997690337,-2.97330955680888
"DSWRF","s37",0.862373138283405,38,0.0465912139282103,-3.06634329793996
"DSWRF","s38",0.902904914758522,39,0.0424521788935944,-3.15937703907103
"DSWRF","s39",0.939791047664384,40,0.0386808443237953,-3.2524107802021
"DSWRF","s40",0.973738262703102,41,0.0352445447229435,-3.34544452133317
"DSWRF","s41",1.00473456685956,42,0.0321135165077928,-3.43847826246425
"DSWRF","s42",1.0329902928314,43,0.0292606402098008,-3.53151200359532
"DSWRF","s43",1.04330132872279,44,0.0266612055792658,-3.62454574472639
"DSWRF","s44",1.04906122365306,45,0.0242926975569655,-3.71757948585747
"DSWRF","s45",1.05472325523595,46,0.0221346012594847,-3.81061322698854
"DSWRF","s46",1.06063482508118,47,0.0201682242891094,-3.90364696811961
"DSWRF","s47",1.06800241243314,48,0.0183765348292203,-3.99668070925068
"DSWRF","s48",1.07500497527914,49,0.0167440141228447,-4.08971445038176
"DSWRF","s49",1.0813655025731,50,0.0152565220566078,-4.18274819151283
"DSWRF","s50",1.08718739345935,51,0.0139011746858355,-4.2757819326439
"DSWRF","s51",1.09251089458282,52,0.0126662326399888,-4.36881567377497
"DSWRF","s52",1.09713804663655,53,0.0115409994418521,-4.46184941490605
"DSWRF","s53",1.10141503511869,54,0.0105157288597653,-4.55488315603712
"DSWRF","s54",1.10538906648496,55,0.00958154049042696,-4.64791689716819
"DSWRF","s55",1.11023965342709,56,0.00873034284108958,-4.74095063829926
"DSWRF","s56",1.11519510807936,57,0.00795476324492032,-4.83398437943034
"DSWRF","s57",1.11359869743051,58,0.00724808400248779,-4.92701812056141
"DSWRF","s58",1.09935597262264,59,0.00660418419626336,-5.02005186169248
"DSWRF","s59",1.08124357161439,60,0.00601748667416168,-5.11308560282355
"DSWRF","s60",1.06407705677468,61,0.00548290974291738,-5.20611934395463
"DSWRF","s61",1.04832415009237,62,0.00499582315288907,-5.2991530850857
"DSWRF","s62",1.03467247530095,63,0.00455200799305198,-5.39218682621677
"DSWRF","s63",1.01765232774037,64,0.00414762014880898,-5.48522056734784
"DSWRF","s64",1.00656060999843,65,0.00377915700610892,-5.57825430847892
"DSWRF","s65",0.996953200178693,66,0.00344342711347937,-5.67128804960999
"DSWRF","s66",0.989001047721824,67,0.00313752253920067,-5.76432179074106
"DSWRF","s67",0.982108857331745,68,0.00285879368419255,-5.85735553187213
"DSWRF","s68",0.976332343775375,69,0.00260482633245443,-5.95038927300321
"DSWRF","s69",0.974602028920965,70,0.00237342074028138,-6.04342301413428
"DSWRF","s70",0.97538116765577,71,0.00216257258313645,-6.13645675526535
"DSWRF","s71",0.978006435351538,72,0.0019704555951504,-6.22949049639642
"DSWRF","s72",0.982003947154428,73,0.00179540575088043,-6.3225242375275
